artist,album,track_name,track_id,popularity,speechiness,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Grant Macdonald,Ram Ranch 164,Ram Ranch 164,1ZOYizkTrXrn5SDhB1PZ2U,0,0.0427,0.464,0.909,4,-4.521,0,0.0427,0.000116,0.448,0.345,0.413,128.037,audio_features,1ZOYizkTrXrn5SDhB1PZ2U,spotify:track:1ZOYizkTrXrn5SDhB1PZ2U,https://api.spotify.com/v1/tracks/1ZOYizkTrXrn5SDhB1PZ2U,https://api.spotify.com/v1/audio-analysis/1ZOYizkTrXrn5SDhB1PZ2U,356429,4
Grant Macdonald,Ram Ranch 165,Ram Ranch 165,3SBPQn8inFsbtBGsQhC1Vu,0,0.104,0.325,0.978,2,-5.945,1,0.104,0.000161,0.242,0.177,0.109,99.955,audio_features,3SBPQn8inFsbtBGsQhC1Vu,spotify:track:3SBPQn8inFsbtBGsQhC1Vu,https://api.spotify.com/v1/tracks/3SBPQn8inFsbtBGsQhC1Vu,https://api.spotify.com/v1/audio-analysis/3SBPQn8inFsbtBGsQhC1Vu,399900,4
Grant Macdonald,Ram Ranch 166,Ram Ranch 166,35hZOT83eL3xTY9swjlm9I,0,0.316,0.201,0.967,5,-2.966,1,0.316,0.571,0.0,0.817,0.24,72.968,audio_features,35hZOT83eL3xTY9swjlm9I,spotify:track:35hZOT83eL3xTY9swjlm9I,https://api.spotify.com/v1/tracks/35hZOT83eL3xTY9swjlm9I,https://api.spotify.com/v1/audio-analysis/35hZOT83eL3xTY9swjlm9I,437799,4
Grant Macdonald,Ram Ranch 167,Ram Ranch 167,4f8dN8OmQEn3kJeeYYCgoQ,0,0.3,0.291,0.952,5,-3.308,0,0.3,0.362,0.0,0.671,0.498,102.05,audio_features,4f8dN8OmQEn3kJeeYYCgoQ,spotify:track:4f8dN8OmQEn3kJeeYYCgoQ,https://api.spotify.com/v1/tracks/4f8dN8OmQEn3kJeeYYCgoQ,https://api.spotify.com/v1/audio-analysis/4f8dN8OmQEn3kJeeYYCgoQ,510215,4
Grant Macdonald,Ram Ranch 168,Ram Ranch 168,4x2xsHcg8YI3yt6wd9ISG1,0,0.232,0.29,0.841,2,-11.203,1,0.232,0.0517,0.0,0.531,0.415,113.455,audio_features,4x2xsHcg8YI3yt6wd9ISG1,spotify:track:4x2xsHcg8YI3yt6wd9ISG1,https://api.spotify.com/v1/tracks/4x2xsHcg8YI3yt6wd9ISG1,https://api.spotify.com/v1/audio-analysis/4x2xsHcg8YI3yt6wd9ISG1,501172,3
Grant Macdonald,Ram Ranch 169,Ram Ranch 169,12MnRByxWjM42emFwjnaQB,0,0.295,0.397,0.842,2,-4.42,1,0.295,0.0374,0.0,0.218,0.278,107.771,audio_features,12MnRByxWjM42emFwjnaQB,spotify:track:12MnRByxWjM42emFwjnaQB,https://api.spotify.com/v1/tracks/12MnRByxWjM42emFwjnaQB,https://api.spotify.com/v1/audio-analysis/12MnRByxWjM42emFwjnaQB,461634,3
Grant Macdonald,Ram Ranch 170,Ram Ranch 170,1HaBf4gcBWIBg5GLt7RWbJ,0,0.0589,0.286,0.901,2,-4.142,1,0.0589,0.00501,0.0,0.0438,0.381,114.121,audio_features,1HaBf4gcBWIBg5GLt7RWbJ,spotify:track:1HaBf4gcBWIBg5GLt7RWbJ,https://api.spotify.com/v1/tracks/1HaBf4gcBWIBg5GLt7RWbJ,https://api.spotify.com/v1/audio-analysis/1HaBf4gcBWIBg5GLt7RWbJ,338284,3
Grant Macdonald,Ram Ranch 171,Ram Ranch 171,4fYXCi94CHyHLFnwQr31e1,0,0.14,0.321,0.864,4,-6.978,0,0.14,0.234,0.00428,0.291,0.823,101.395,audio_features,4fYXCi94CHyHLFnwQr31e1,spotify:track:4fYXCi94CHyHLFnwQr31e1,https://api.spotify.com/v1/tracks/4fYXCi94CHyHLFnwQr31e1,https://api.spotify.com/v1/audio-analysis/4fYXCi94CHyHLFnwQr31e1,293525,3
Ram Ranch 172,Ram Ranch 172,Ram Ranch 172,4PNyzJD7bFK5v0f4PZbdxq,0,0.462,0.24,0.908,11,-5.765,0,0.462,0.001,0.0,0.297,0.188,78.327,audio_features,4PNyzJD7bFK5v0f4PZbdxq,spotify:track:4PNyzJD7bFK5v0f4PZbdxq,https://api.spotify.com/v1/tracks/4PNyzJD7bFK5v0f4PZbdxq,https://api.spotify.com/v1/audio-analysis/4PNyzJD7bFK5v0f4PZbdxq,304880,4
Grant Macdonald,Ram Ranch 173,Ram Ranch 173,4ohDa0lV38fH8X8E6AX9z8,0,0.141,0.54,0.977,0,-2.843,1,0.141,0.047,0.00223,0.275,0.502,102.0,audio_features,4ohDa0lV38fH8X8E6AX9z8,spotify:track:4ohDa0lV38fH8X8E6AX9z8,https://api.spotify.com/v1/tracks/4ohDa0lV38fH8X8E6AX9z8,https://api.spotify.com/v1/audio-analysis/4ohDa0lV38fH8X8E6AX9z8,376674,4
Grant Macdonald,Ram Ranch 174,Ram Ranch 174,4lUep71xHJUAuKv3BIdHmv,0,0.0991,0.25,0.907,9,-4.269,1,0.0991,0.168,0.0,0.266,0.753,79.371,audio_features,4lUep71xHJUAuKv3BIdHmv,spotify:track:4lUep71xHJUAuKv3BIdHmv,https://api.spotify.com/v1/tracks/4lUep71xHJUAuKv3BIdHmv,https://api.spotify.com/v1/audio-analysis/4lUep71xHJUAuKv3BIdHmv,315325,4
Grant Macdonald,Ram Ranch 175,Ram Ranch 175,4E39Ob7OCc5vRfvRdvzaqL,0,0.222,0.306,0.939,9,-2.78,0,0.222,0.139,0.0,0.767,0.378,120.807,audio_features,4E39Ob7OCc5vRfvRdvzaqL,spotify:track:4E39Ob7OCc5vRfvRdvzaqL,https://api.spotify.com/v1/tracks/4E39Ob7OCc5vRfvRdvzaqL,https://api.spotify.com/v1/audio-analysis/4E39Ob7OCc5vRfvRdvzaqL,590867,3
Grant Macdonald,Ram Ranch 176,Ram Ranch 176,2mBbSu5REkirI8fpIVpgdr,0,0.25,0.164,0.994,2,-2.845,1,0.25,0.308,0.0,0.193,0.0671,93.928,audio_features,2mBbSu5REkirI8fpIVpgdr,spotify:track:2mBbSu5REkirI8fpIVpgdr,https://api.spotify.com/v1/tracks/2mBbSu5REkirI8fpIVpgdr,https://api.spotify.com/v1/audio-analysis/2mBbSu5REkirI8fpIVpgdr,233276,4
Grant Macdonald,Ram Ranch 177,Ram Ranch 177,4P59qJwedhhP7IheQ1Wn2O,0,0.361,0.366,0.954,2,-3.055,1,0.361,0.493,0.0,0.111,0.477,125.053,audio_features,4P59qJwedhhP7IheQ1Wn2O,spotify:track:4P59qJwedhhP7IheQ1Wn2O,https://api.spotify.com/v1/tracks/4P59qJwedhhP7IheQ1Wn2O,https://api.spotify.com/v1/audio-analysis/4P59qJwedhhP7IheQ1Wn2O,568912,4
Grant Macdonald,Ram Ranch 178,Ram Ranch 178,34F3sQ7ncHPDYrerfPUOTS,0,0.0885,0.397,0.912,10,-4.994,0,0.0885,0.000272,0.0,0.631,0.17,121.731,audio_features,34F3sQ7ncHPDYrerfPUOTS,spotify:track:34F3sQ7ncHPDYrerfPUOTS,https://api.spotify.com/v1/tracks/34F3sQ7ncHPDYrerfPUOTS,https://api.spotify.com/v1/audio-analysis/34F3sQ7ncHPDYrerfPUOTS,381552,4
Grant Macdonald,Ram Ranch 179,Ram Ranch 179,0TUz47o1hH9nWMojqSLHaw,0,0.277,0.186,0.984,4,-1.764,0,0.277,0.334,0.0,0.641,0.188,86.333,audio_features,0TUz47o1hH9nWMojqSLHaw,spotify:track:0TUz47o1hH9nWMojqSLHaw,https://api.spotify.com/v1/tracks/0TUz47o1hH9nWMojqSLHaw,https://api.spotify.com/v1/audio-analysis/0TUz47o1hH9nWMojqSLHaw,365619,4
Grant Macdonald,Ram Ranch 180,Ram Ranch 180,5Y4xZqe5DEiU5bOIx4YMA0,0,0.216,0.539,0.984,1,-3.142,1,0.216,0.1,0.0,0.142,0.561,120.057,audio_features,5Y4xZqe5DEiU5bOIx4YMA0,spotify:track:5Y4xZqe5DEiU5bOIx4YMA0,https://api.spotify.com/v1/tracks/5Y4xZqe5DEiU5bOIx4YMA0,https://api.spotify.com/v1/audio-analysis/5Y4xZqe5DEiU5bOIx4YMA0,407158,3
Grant Macdonald,Ram Ranch 181,Ram Ranch 181,4N4F3zPPZ6mPg8hacwU8cL,0,0.257,0.54,0.977,6,-3.021,0,0.257,0.00472,0.0,0.166,0.69,94.946,audio_features,4N4F3zPPZ6mPg8hacwU8cL,spotify:track:4N4F3zPPZ6mPg8hacwU8cL,https://api.spotify.com/v1/tracks/4N4F3zPPZ6mPg8hacwU8cL,https://api.spotify.com/v1/audio-analysis/4N4F3zPPZ6mPg8hacwU8cL,421106,4
Grant Macdonald,Ram Ranch 182,Ram Ranch 182,1zrOwoXKIDaMqF0FAwzR0h,0,0.273,0.213,0.926,9,-3.519,0,0.273,0.363,0.0,0.213,0.565,86.899,audio_features,1zrOwoXKIDaMqF0FAwzR0h,spotify:track:1zrOwoXKIDaMqF0FAwzR0h,https://api.spotify.com/v1/tracks/1zrOwoXKIDaMqF0FAwzR0h,https://api.spotify.com/v1/audio-analysis/1zrOwoXKIDaMqF0FAwzR0h,546409,4
Grant Macdonald,Ram Ranch 183,Ram Ranch 183,5nDiAwwAaYxdHCT5mTrsxp,0,0.117,0.234,0.939,7,-3.029,1,0.117,0.00791,0.0,0.381,0.459,113.199,audio_features,5nDiAwwAaYxdHCT5mTrsxp,spotify:track:5nDiAwwAaYxdHCT5mTrsxp,https://api.spotify.com/v1/tracks/5nDiAwwAaYxdHCT5mTrsxp,https://api.spotify.com/v1/audio-analysis/5nDiAwwAaYxdHCT5mTrsxp,237379,4
Grant Macdonald,Ram Ranch 184,Ram Ranch 184,6lJRXr9BFpvsSKYguzOGHL,0,0.317,0.22,0.97,9,-3.027,1,0.317,0.272,0.0,0.754,0.339,89.187,audio_features,6lJRXr9BFpvsSKYguzOGHL,spotify:track:6lJRXr9BFpvsSKYguzOGHL,https://api.spotify.com/v1/tracks/6lJRXr9BFpvsSKYguzOGHL,https://api.spotify.com/v1/audio-analysis/6lJRXr9BFpvsSKYguzOGHL,399098,3
Grant Macdonald,Ram Ranch 185,Ram Ranch 185,0JSUADu60yHJMaxGYCXTS0,0,0.265,0.323,0.956,10,-2.562,0,0.265,0.167,0.0,0.162,0.297,138.32,audio_features,0JSUADu60yHJMaxGYCXTS0,spotify:track:0JSUADu60yHJMaxGYCXTS0,https://api.spotify.com/v1/tracks/0JSUADu60yHJMaxGYCXTS0,https://api.spotify.com/v1/audio-analysis/0JSUADu60yHJMaxGYCXTS0,569795,4
Grant Macdonald,Ram Ranch 186,Ram Ranch 186,0pdDYaF7Y7KBZozuhbH9da,0,0.368,0.237,0.976,7,-2.781,1,0.368,0.59,0.000539,0.32,0.16,86.252,audio_features,0pdDYaF7Y7KBZozuhbH9da,spotify:track:0pdDYaF7Y7KBZozuhbH9da,https://api.spotify.com/v1/tracks/0pdDYaF7Y7KBZozuhbH9da,https://api.spotify.com/v1/audio-analysis/0pdDYaF7Y7KBZozuhbH9da,700273,4
Grant Macdonald,Ram Ranch 187,Ram Ranch 187,20RP4Cq9Aan0hrpTGuQlvp,0,0.149,0.342,0.957,1,-3.01,1,0.149,0.00403,0.0,0.407,0.393,96.561,audio_features,20RP4Cq9Aan0hrpTGuQlvp,spotify:track:20RP4Cq9Aan0hrpTGuQlvp,https://api.spotify.com/v1/tracks/20RP4Cq9Aan0hrpTGuQlvp,https://api.spotify.com/v1/audio-analysis/20RP4Cq9Aan0hrpTGuQlvp,462195,4
Grant Macdonald,Ram Ranch 188,Ram Ranch 188,6B5AZqxbAZ2jBZTEQq37s5,0,0.199,0.233,0.97,7,-3.307,1,0.199,0.000139,1.53e-05,0.355,0.178,133.904,audio_features,6B5AZqxbAZ2jBZTEQq37s5,spotify:track:6B5AZqxbAZ2jBZTEQq37s5,https://api.spotify.com/v1/tracks/6B5AZqxbAZ2jBZTEQq37s5,https://api.spotify.com/v1/audio-analysis/6B5AZqxbAZ2jBZTEQq37s5,520178,4
Grant Macdonald,Ram Ranch 189,Ram Ranch 189,3tSlFQRAhxjOeaSN1NtdoA,0,0.0502,0.188,0.925,9,-2.162,1,0.0502,0.0452,5.62e-05,0.556,0.58,81.481,audio_features,3tSlFQRAhxjOeaSN1NtdoA,spotify:track:3tSlFQRAhxjOeaSN1NtdoA,https://api.spotify.com/v1/tracks/3tSlFQRAhxjOeaSN1NtdoA,https://api.spotify.com/v1/audio-analysis/3tSlFQRAhxjOeaSN1NtdoA,421956,4
Grant Macdonald,Ram Ranch 190,Ram Ranch 190,3RG2P8VtBOUKdMdUaZHUv3,0,0.25,0.134,0.979,7,-1.887,1,0.25,0.759,4.6e-06,0.34,0.482,75.498,audio_features,3RG2P8VtBOUKdMdUaZHUv3,spotify:track:3RG2P8VtBOUKdMdUaZHUv3,https://api.spotify.com/v1/tracks/3RG2P8VtBOUKdMdUaZHUv3,https://api.spotify.com/v1/audio-analysis/3RG2P8VtBOUKdMdUaZHUv3,582560,4
Grant Macdonald,Ram Ranch 191,Ram Ranch 191,6GySjguMHwUhXuaWXPc67l,0,0.308,0.561,0.98,9,-4.641,1,0.308,0.00296,0.00298,0.125,0.519,95.017,audio_features,6GySjguMHwUhXuaWXPc67l,spotify:track:6GySjguMHwUhXuaWXPc67l,https://api.spotify.com/v1/tracks/6GySjguMHwUhXuaWXPc67l,https://api.spotify.com/v1/audio-analysis/6GySjguMHwUhXuaWXPc67l,390230,4
Grant Macdonald,Ram Ranch 192,Ram Ranch 192,3SKpLORe61HsbO7V2xxwqK,0,0.105,0.328,0.875,11,-3.916,0,0.105,0.398,0.0,0.352,0.768,83.217,audio_features,3SKpLORe61HsbO7V2xxwqK,spotify:track:3SKpLORe61HsbO7V2xxwqK,https://api.spotify.com/v1/tracks/3SKpLORe61HsbO7V2xxwqK,https://api.spotify.com/v1/audio-analysis/3SKpLORe61HsbO7V2xxwqK,368067,4
Grant Macdonald,Ram Ranch 193,Ram Ranch 193,6Ae3vduzvJAXy8ULcoPfB5,0,0.359,0.152,0.982,1,-2.395,0,0.359,0.0647,1.85e-06,0.827,0.0935,174.117,audio_features,6Ae3vduzvJAXy8ULcoPfB5,spotify:track:6Ae3vduzvJAXy8ULcoPfB5,https://api.spotify.com/v1/tracks/6Ae3vduzvJAXy8ULcoPfB5,https://api.spotify.com/v1/audio-analysis/6Ae3vduzvJAXy8ULcoPfB5,421400,4
Grant Macdonald,Ram Ranch 194,Ram Ranch 194,3KaBRCJBPZ8nVnKwM1RX1g,0,0.454,0.333,0.987,9,-2.75,1,0.454,0.0611,0.0,0.167,0.435,89.473,audio_features,3KaBRCJBPZ8nVnKwM1RX1g,spotify:track:3KaBRCJBPZ8nVnKwM1RX1g,https://api.spotify.com/v1/tracks/3KaBRCJBPZ8nVnKwM1RX1g,https://api.spotify.com/v1/audio-analysis/3KaBRCJBPZ8nVnKwM1RX1g,417463,4
Grant Macdonald,Ram Ranch 195,Ram Ranch 195,0NYlFuig9tIezaxWNdg452,0,0.175,0.202,0.958,9,-2.14,0,0.175,0.206,0.0,0.29,0.523,140.094,audio_features,0NYlFuig9tIezaxWNdg452,spotify:track:0NYlFuig9tIezaxWNdg452,https://api.spotify.com/v1/tracks/0NYlFuig9tIezaxWNdg452,https://api.spotify.com/v1/audio-analysis/0NYlFuig9tIezaxWNdg452,335574,5
Grant Macdonald,Ram Ranch 196,Ram Ranch 196,36dnvafP0BBD5jnr0FPIVd,0,0.343,0.291,0.927,9,-3.705,0,0.343,0.184,0.0,0.154,0.71,63.853,audio_features,36dnvafP0BBD5jnr0FPIVd,spotify:track:36dnvafP0BBD5jnr0FPIVd,https://api.spotify.com/v1/tracks/36dnvafP0BBD5jnr0FPIVd,https://api.spotify.com/v1/audio-analysis/36dnvafP0BBD5jnr0FPIVd,363194,3
Grant Macdonald,Ram Ranch 197,Ram Ranch 197,1xWSZDMYQDgk3XLhKhCYJH,0,0.14,0.626,0.866,7,-5.779,0,0.14,0.0308,5.78e-05,0.112,0.707,127.975,audio_features,1xWSZDMYQDgk3XLhKhCYJH,spotify:track:1xWSZDMYQDgk3XLhKhCYJH,https://api.spotify.com/v1/tracks/1xWSZDMYQDgk3XLhKhCYJH,https://api.spotify.com/v1/audio-analysis/1xWSZDMYQDgk3XLhKhCYJH,314182,4
Grant Macdonald,Ram Ranch 198,Ram Ranch 198,6pFosQwJRifzcAslxKeFCw,0,0.197,0.253,0.967,4,-2.709,0,0.197,0.124,4.15e-05,0.328,0.539,122.822,audio_features,6pFosQwJRifzcAslxKeFCw,spotify:track:6pFosQwJRifzcAslxKeFCw,https://api.spotify.com/v1/tracks/6pFosQwJRifzcAslxKeFCw,https://api.spotify.com/v1/audio-analysis/6pFosQwJRifzcAslxKeFCw,517542,3
Grant Macdonald,Ram Ranch 199,Ram Ranch 199,1FqHvZ8W5o4V097S2LG8vX,0,0.0664,0.274,0.887,4,-2.362,1,0.0664,0.168,0.0,0.587,0.715,109.177,audio_features,1FqHvZ8W5o4V097S2LG8vX,spotify:track:1FqHvZ8W5o4V097S2LG8vX,https://api.spotify.com/v1/tracks/1FqHvZ8W5o4V097S2LG8vX,https://api.spotify.com/v1/audio-analysis/1FqHvZ8W5o4V097S2LG8vX,333640,3
Grant Macdonald,Ram Ranch 200,Ram Ranch 200,2d3YPS3mXxS1gao7Ex7BPo,1,0.394,0.392,0.901,11,-6.646,1,0.394,0.000609,0.0,0.132,0.257,104.788,audio_features,2d3YPS3mXxS1gao7Ex7BPo,spotify:track:2d3YPS3mXxS1gao7Ex7BPo,https://api.spotify.com/v1/tracks/2d3YPS3mXxS1gao7Ex7BPo,https://api.spotify.com/v1/audio-analysis/2d3YPS3mXxS1gao7Ex7BPo,488579,4
Grant Macdonald,Ram Ranch 201,Ram Ranch 201,7etccm57cCluSr3dxKV0ek,0,0.316,0.247,0.994,1,-2.3,1,0.316,0.0669,0.0,0.0618,0.0721,119.98,audio_features,7etccm57cCluSr3dxKV0ek,spotify:track:7etccm57cCluSr3dxKV0ek,https://api.spotify.com/v1/tracks/7etccm57cCluSr3dxKV0ek,https://api.spotify.com/v1/audio-analysis/7etccm57cCluSr3dxKV0ek,488528,4
Grant Macdonald,Ram Ranch 202,Ram Ranch 202,3MgBOMx5dIY2HMoMmmvUJr,4,0.251,0.343,0.853,5,-3.492,1,0.251,0.296,0.0,0.148,0.306,86.227,audio_features,3MgBOMx5dIY2HMoMmmvUJr,spotify:track:3MgBOMx5dIY2HMoMmmvUJr,https://api.spotify.com/v1/tracks/3MgBOMx5dIY2HMoMmmvUJr,https://api.spotify.com/v1/audio-analysis/3MgBOMx5dIY2HMoMmmvUJr,458956,4
Grant Macdonald,Ram Ranch 203,Ram Ranch 203,3PwMimT72W5QcnteG7L4K4,0,0.398,0.394,0.941,10,-3.727,0,0.398,0.0264,0.0,0.377,0.714,170.037,audio_features,3PwMimT72W5QcnteG7L4K4,spotify:track:3PwMimT72W5QcnteG7L4K4,https://api.spotify.com/v1/tracks/3PwMimT72W5QcnteG7L4K4,https://api.spotify.com/v1/audio-analysis/3PwMimT72W5QcnteG7L4K4,347731,4
Grant Macdonald,Ram Ranch 204,Ram Ranch 204,4sDkuF0bu8VOvjgsunpDS3,0,0.152,0.367,0.943,1,-3.035,1,0.152,0.45,6.44e-06,0.132,0.578,106.14,audio_features,4sDkuF0bu8VOvjgsunpDS3,spotify:track:4sDkuF0bu8VOvjgsunpDS3,https://api.spotify.com/v1/tracks/4sDkuF0bu8VOvjgsunpDS3,https://api.spotify.com/v1/audio-analysis/4sDkuF0bu8VOvjgsunpDS3,436432,3
Grant Macdonald,Ram Ranch 205,Ram Ranch 205,44YyJ4VFu9K5pIA5wBvlMA,0,0.379,0.23,0.957,9,-2.845,0,0.379,0.278,0.000167,0.101,0.548,72.211,audio_features,44YyJ4VFu9K5pIA5wBvlMA,spotify:track:44YyJ4VFu9K5pIA5wBvlMA,https://api.spotify.com/v1/tracks/44YyJ4VFu9K5pIA5wBvlMA,https://api.spotify.com/v1/audio-analysis/44YyJ4VFu9K5pIA5wBvlMA,537296,3
Grant Macdonald,Ram Ranch 206,Ram Ranch 206,2O1xqAGfPxIzOJD4TYTfUW,0,0.139,0.3,0.909,1,-4.47,1,0.139,0.0165,0.0,0.587,0.5,132.644,audio_features,2O1xqAGfPxIzOJD4TYTfUW,spotify:track:2O1xqAGfPxIzOJD4TYTfUW,https://api.spotify.com/v1/tracks/2O1xqAGfPxIzOJD4TYTfUW,https://api.spotify.com/v1/audio-analysis/2O1xqAGfPxIzOJD4TYTfUW,369650,5
Grant Macdonald,Ram Ranch 207,Ram Ranch 207,6CHdevYMAlWiKqGZLRTuoN,0,0.346,0.275,0.94,9,-3.322,0,0.346,0.465,0.0,0.33,0.595,87.699,audio_features,6CHdevYMAlWiKqGZLRTuoN,spotify:track:6CHdevYMAlWiKqGZLRTuoN,https://api.spotify.com/v1/tracks/6CHdevYMAlWiKqGZLRTuoN,https://api.spotify.com/v1/audio-analysis/6CHdevYMAlWiKqGZLRTuoN,283003,4
Grant Macdonald,Ram Ranch 208,Ram Ranch 208,2sT3Y0O7nJY1DriiJR0CGb,0,0.0443,0.342,0.862,6,-2.589,1,0.0443,0.0523,0.0,0.226,0.771,89.481,audio_features,2sT3Y0O7nJY1DriiJR0CGb,spotify:track:2sT3Y0O7nJY1DriiJR0CGb,https://api.spotify.com/v1/tracks/2sT3Y0O7nJY1DriiJR0CGb,https://api.spotify.com/v1/audio-analysis/2sT3Y0O7nJY1DriiJR0CGb,351878,4
Grant Macdonald,Ram Ranch 209,Ram Ranch 209,2RyJ22lJYfaaqfV5fYbS62,0,0.357,0.234,0.982,5,-2.807,1,0.357,0.000948,3.35e-06,0.764,0.189,119.245,audio_features,2RyJ22lJYfaaqfV5fYbS62,spotify:track:2RyJ22lJYfaaqfV5fYbS62,https://api.spotify.com/v1/tracks/2RyJ22lJYfaaqfV5fYbS62,https://api.spotify.com/v1/audio-analysis/2RyJ22lJYfaaqfV5fYbS62,538859,4
Grant Macdonald,Ram Ranch 210,Ram Ranch 210,4imrC8vZvEmLzoWI53ZBDb,0,0.318,0.428,0.888,5,-4.293,1,0.318,0.649,0.0,0.139,0.706,82.983,audio_features,4imrC8vZvEmLzoWI53ZBDb,spotify:track:4imrC8vZvEmLzoWI53ZBDb,https://api.spotify.com/v1/tracks/4imrC8vZvEmLzoWI53ZBDb,https://api.spotify.com/v1/audio-analysis/4imrC8vZvEmLzoWI53ZBDb,418269,3
Grant Macdonald,Ram Ranch 211,Ram Ranch 211,7CBNOLPv2LLG1fmVJluTQ8,0,0.173,0.299,0.948,0,-4.097,1,0.173,0.0468,0.0,0.153,0.522,84.535,audio_features,7CBNOLPv2LLG1fmVJluTQ8,spotify:track:7CBNOLPv2LLG1fmVJluTQ8,https://api.spotify.com/v1/tracks/7CBNOLPv2LLG1fmVJluTQ8,https://api.spotify.com/v1/audio-analysis/7CBNOLPv2LLG1fmVJluTQ8,465413,4
Grant Macdonald,Ram Ranch 212,Ram Ranch 212,23bFzqNdAZ2kFlFKYxtfc2,0,0.345,0.481,0.823,4,-5.646,0,0.345,0.445,0.0,0.12,0.561,160.977,audio_features,23bFzqNdAZ2kFlFKYxtfc2,spotify:track:23bFzqNdAZ2kFlFKYxtfc2,https://api.spotify.com/v1/tracks/23bFzqNdAZ2kFlFKYxtfc2,https://api.spotify.com/v1/audio-analysis/23bFzqNdAZ2kFlFKYxtfc2,578486,4
Grant Macdonald,Ram Ranch 213,Ram Ranch 213,4ogUX3CSEjZHi7BT8F9Eoj,0,0.102,0.267,0.916,10,-3.122,0,0.102,0.033,0.0,0.298,0.689,109.044,audio_features,4ogUX3CSEjZHi7BT8F9Eoj,spotify:track:4ogUX3CSEjZHi7BT8F9Eoj,https://api.spotify.com/v1/tracks/4ogUX3CSEjZHi7BT8F9Eoj,https://api.spotify.com/v1/audio-analysis/4ogUX3CSEjZHi7BT8F9Eoj,422250,3
Grant Macdonald,Ram Ranch 214,Ram Ranch 214,2rUrMNVInTedkdQy7OutQa,0,0.24,0.392,0.867,0,-3.223,1,0.24,0.356,0.0,0.353,0.687,98.569,audio_features,2rUrMNVInTedkdQy7OutQa,spotify:track:2rUrMNVInTedkdQy7OutQa,https://api.spotify.com/v1/tracks/2rUrMNVInTedkdQy7OutQa,https://api.spotify.com/v1/audio-analysis/2rUrMNVInTedkdQy7OutQa,494723,4
Grant Macdonald,Ram Ranch 215,Ram Ranch 215,5FdIjDuMIULEtln9FH7FTJ,0,0.395,0.333,0.983,9,-2.563,0,0.395,0.604,2.39e-05,0.397,0.296,108.595,audio_features,5FdIjDuMIULEtln9FH7FTJ,spotify:track:5FdIjDuMIULEtln9FH7FTJ,https://api.spotify.com/v1/tracks/5FdIjDuMIULEtln9FH7FTJ,https://api.spotify.com/v1/audio-analysis/5FdIjDuMIULEtln9FH7FTJ,285217,4
Grant Macdonald,Ram Ranch 216,Ram Ranch 216,2xWF5QRF3sJbwxZeGBEGJY,0,0.296,0.238,0.994,0,-2.464,1,0.296,0.197,5.67e-06,0.928,0.0834,86.082,audio_features,2xWF5QRF3sJbwxZeGBEGJY,spotify:track:2xWF5QRF3sJbwxZeGBEGJY,https://api.spotify.com/v1/tracks/2xWF5QRF3sJbwxZeGBEGJY,https://api.spotify.com/v1/audio-analysis/2xWF5QRF3sJbwxZeGBEGJY,469551,4
Grant Macdonald,Ram Ranch 217,Ram Ranch 217,7aXYyTXoUu8uRawiy7wlyX,0,0.231,0.2,0.977,7,-0.966,1,0.231,0.115,0.0,0.377,0.501,91.209,audio_features,7aXYyTXoUu8uRawiy7wlyX,spotify:track:7aXYyTXoUu8uRawiy7wlyX,https://api.spotify.com/v1/tracks/7aXYyTXoUu8uRawiy7wlyX,https://api.spotify.com/v1/audio-analysis/7aXYyTXoUu8uRawiy7wlyX,251159,3
Grant Macdonald,Ram Ranch 218,Ram Ranch 218,1TvPR4kD18ka5Tw3XOppRs,0,0.348,0.198,0.988,1,-1.877,1,0.348,0.462,8.65e-05,0.919,0.341,62.036,audio_features,1TvPR4kD18ka5Tw3XOppRs,spotify:track:1TvPR4kD18ka5Tw3XOppRs,https://api.spotify.com/v1/tracks/1TvPR4kD18ka5Tw3XOppRs,https://api.spotify.com/v1/audio-analysis/1TvPR4kD18ka5Tw3XOppRs,291566,4
Grant Macdonald,Ram Ranch 219,Ram Ranch 219,61VMXRTWvSgNS93Z3hRQ1w,0,0.275,0.277,0.955,10,-2.23,1,0.275,0.533,0.0,0.64,0.303,100.912,audio_features,61VMXRTWvSgNS93Z3hRQ1w,spotify:track:61VMXRTWvSgNS93Z3hRQ1w,https://api.spotify.com/v1/tracks/61VMXRTWvSgNS93Z3hRQ1w,https://api.spotify.com/v1/audio-analysis/61VMXRTWvSgNS93Z3hRQ1w,439553,3
Grant Macdonald,Ram Ranch 220,Ram Ranch 220,0RHjrCdDXiAIkEcg9oZmly,0,0.269,0.156,0.988,0,-2.098,1,0.269,0.389,0.0,0.744,0.212,66.838,audio_features,0RHjrCdDXiAIkEcg9oZmly,spotify:track:0RHjrCdDXiAIkEcg9oZmly,https://api.spotify.com/v1/tracks/0RHjrCdDXiAIkEcg9oZmly,https://api.spotify.com/v1/audio-analysis/0RHjrCdDXiAIkEcg9oZmly,326548,3
